mkt_id,output_date,output_own_cost,output_comp_price,output_own_profits,output_X,output_own_share,output_own_sales,output_own_price
2700,08-Sep-19,5.94,6.68,0.3743999,56.84,0.5375374,0.48,6.72
2700,09-Sep-19,6.04,7.12,6.837301,55.04,0.5489677,6.39,7.11
2700,10-Sep-19,6.03,7.12,4.8384,57.56,0.484359,4.48,7.11
2700,11-Sep-19,6.03,7.04,2.6028,60.62,0.4337568,2.41,7.11
2700,12-Sep-19,5.96,7.04,2.553,64.04,0.4992083,2.22,7.11
2700,13-Sep-19,5.94,7.04,1.8018,66.38,0.4260193,1.54,7.11
2700,14-Sep-19,5.89,6.64,0.072,68.18,0.3281439,0.1,6.61
2700,15-Sep-19,6.1,6.64,0.0969,69.26,0.5570056,0.19,6.61
2700,16-Sep-19,6.05,6.92,1.2444,68.72,0.454859,1.22,7.07
2700,17-Sep-19,5.93,6.92,1.5504,65.48,0.3168768,1.36,7.07
2700,18-Sep-19,5.94,6.93,3.2996,62.96,0.6756986,2.92,7.07
2700,19-Sep-19,6.04,6.93,3.677101,61.16,0.4658961,3.57,7.07
2700,20-Sep-19,5.98,6.93,3.5207,60.08,0.5015803,3.23,7.07
2700,21-Sep-19,6.06,6.77,0.2201,61.7,0.462545,0.31,6.77
2700,22-Sep-19,5.98,6.77,0.2291,62.06,0.4899558,0.29,6.77
2700,23-Sep-19,5.98,7.04,5.103001,58.28,0.5977444,4.86,7.03
2700,24-Sep-19,5.95,7.04,2.743201,60.98,0.5576983,2.54,7.03
2700,25-Sep-19,6,7.08,3.368101,60.44,0.4510353,3.27,7.03
2700,26-Sep-19,6.03,7.08,4.05,59.72,0.4851086,4.05,7.03
2700,27-Sep-19,5.95,7.08,4.276802,60.08,0.5123754,3.96,7.03
2700,28-Sep-19,6,6.64,0.2663999,59.36,0.489754,0.37,6.72
2700,29-Sep-19,5.97,6.64,0.36,59.9,0.4646276,0.48,6.72
2700,30-Sep-19,6,6.91,5.124001,58.46,0.5307797,4.88,7.05
2700,01-Oct-19,5.95,6.91,4.257001,58.46,0.4108276,3.87,7.05
2700,02-Oct-19,6.04,7.05,4.343001,56.3,0.542697,4.3,7.05
2700,03-Oct-19,6.03,7.05,9.373799,47.84,0.5601586,9.19,7.05
2700,04-Oct-19,6.02,7.05,7.786801,49.28,0.5873045,7.56,7.05
2700,05-Oct-19,6.06,6.72,0.5760002,51.98,0.5910234,0.8,6.78
2700,06-Oct-19,5.97,6.72,0.5589003,49.46,0.3849107,0.69,6.78
2700,07-Oct-19,5.94,7.07,12.712,48.56,0.5474458,11.35,7.06
2700,08-Oct-19,5.89,7.07,7.534801,51.26,0.6134341,6.44,7.06
2700,09-Oct-19,6.07,7.08,7.098299,52.34,0.4908519,7.17,7.06
2700,10-Oct-19,6.03,7.08,7.807398,50,0.5437846,7.58,7.06
2700,11-Oct-19,6.05,7.08,8.423398,51.62,0.5379047,8.34,7.06
2700,12-Oct-19,5.94,6.71,0.5111998,54.5,0.5242094,0.71,6.66
2700,13-Oct-19,6.01,6.71,0.2469998,58.28,0.4340197,0.38,6.66
2700,14-Oct-19,5.94,6.99,4.2952,59.36,0.4783452,4.13,6.98
2700,15-Oct-19,6.03,6.99,2.147,54.68,0.2478863,2.26,6.98
2700,16-Oct-19,5.98,7,4.4,55.04,0.4264662,4.4,6.98
2700,17-Oct-19,5.99,7,4.841101,54.68,0.4492821,4.89,6.98
2700,18-Oct-19,6.02,7,5.3952,57.2,0.5384042,5.62,6.98
2700,19-Oct-19,5.89,6.65,0.5616002,54.14,0.5959178,0.78,6.61
2700,20-Oct-19,5.99,6.65,0.5952004,53.78,0.5487394,0.96,6.61
2700,21-Oct-19,6.03,7.05,5.4696,53.42,0.4215171,5.16,7.09
2700,22-Oct-19,5.98,7.05,4.6176,55.04,0.4162973,4.16,7.09
2700,23-Oct-19,5.94,7.02,5.0945,54.14,0.3701624,4.43,7.09
2700,24-Oct-19,6.02,7.02,5.885001,54.14,0.5695116,5.5,7.09
2700,25-Oct-19,5.97,7.02,5.835202,56.12,0.5800951,5.21,7.09
2700,26-Oct-19,5.95,6.65,0.5904002,52.7,0.5412381,0.82,6.67
2700,27-Oct-19,5.95,6.65,0.5904002,54.68,0.5136029,0.82,6.67
2700,28-Oct-19,5.96,7.08,8.261999,50.9,0.5382823,7.65,7.04
2700,29-Oct-19,6,7.08,13.104,47.12,0.6312494,12.6,7.04
2700,30-Oct-19,5.98,7.09,15.211,45.14,0.5700856,14.35,7.04
2700,31-Oct-19,5.98,7.09,19.822,42.26,0.6060484,18.7,7.04
2700,01-Nov-19,5.99,7.09,13.776,42.8,0.4528208,13.12,7.04
2700,02-Nov-19,5.95,6.7,0.7416003,50.9,0.5416661,1.03,6.67
2700,03-Nov-19,5.99,6.7,0.6596003,50.72,0.4755463,0.97,6.67
2700,04-Nov-19,5.96,7.13,5.755799,49.82,0.3633418,5.43,7.02
2700,05-Nov-19,5.9,7.13,8.803199,46.94,0.3903038,7.86,7.02
2700,06-Nov-19,6.04,7.16,14.8862,44.42,0.5248285,15.19,7.02
2700,07-Nov-19,5.97,7.16,10.71,45.14,0.4237044,10.2,7.02
2700,08-Nov-19,5.99,7.16,11.7214,43.88,0.4253109,11.38,7.02
2700,09-Nov-19,5.93,6.71,2.0586,41.72,0.6010925,2.82,6.66
2700,10-Nov-19,5.99,6.71,2.8073,37.76,0.5601335,4.19,6.66
2700,11-Nov-19,5.98,7.23,22.1552,38.12,0.5324269,18.16,7.2
2700,12-Nov-19,5.96,7.23,20.3732,40.1,0.4861276,16.43,7.2
2700,13-Nov-19,6.03,7.2,22.45229,40.1,0.6240358,19.19,7.2
2700,14-Nov-19,5.89,7.2,26.0035,37.58,0.4911439,19.85,7.2
2700,15-Nov-19,6.05,7.2,20.28599,39.74,0.5855862,17.64,7.2
2700,16-Nov-19,6.05,6.72,1.5695,41.54,0.4369541,2.15,6.78
2700,17-Nov-19,6.06,6.72,0.8856003,42.26,0.3156213,1.23,6.78
2700,18-Nov-19,5.96,7.09,17.4681,41,0.5170409,14.93,7.13
2700,19-Nov-19,5.98,7.09,23.1495,38.12,0.546232,20.13,7.13
2700,20-Nov-19,5.93,7.09,20.964,40.64,0.5900469,17.47,7.13
2700,21-Nov-19,6.06,7.09,15.9644,40.82,0.4420409,14.92,7.13
2700,22-Nov-19,5.96,7.09,20.1825,39.92,0.5567822,17.25,7.13
2700,23-Nov-19,5.96,6.69,1.679,41.9,0.5960659,2.3,6.69
2700,24-Nov-19,6.02,6.69,1.5008,42.44,0.4621684,2.24,6.69
2700,25-Nov-19,6.01,7.17,21.838,39.2,0.548301,17.9,7.23
2700,26-Nov-19,5.97,7.17,12.348,41.9,0.3617361,9.8,7.23
2700,27-Nov-19,6.02,7.13,16.7222,41.18,0.5006628,13.82,7.23
2700,28-Nov-19,5.98,7.13,15.225,41.9,0.4810003,12.18,7.23
2700,29-Nov-19,5.97,7.13,17.955,42.08,0.5061842,14.25,7.23
2700,30-Nov-19,5.85,6.75,2.886001,37.76,0.5952139,3.9,6.59
2700,01-Dec-19,6.03,6.75,2.6936,33.98,0.4704058,4.81,6.59
2700,02-Dec-19,5.95,7.27,26.4287,35.96,0.5028029,20.81,7.22
2700,03-Dec-19,5.99,7.27,22.1646,36.68,0.52999,18.02,7.22
2700,04-Dec-19,5.99,7.23,32.3982,34.7,0.5943618,26.34,7.22
2700,05-Dec-19,6.03,7.23,19.98009,33.44,0.416613,16.79,7.22
2700,06-Dec-19,6.01,7.23,20.30379,33.98,0.3731892,16.78,7.22
2700,07-Dec-19,6.07,6.84,1.8323,37.22,0.4500474,2.51,6.8
2700,08-Dec-19,6.05,6.84,2.0625,39.38,0.4679857,2.75,6.8
2700,09-Dec-19,6.01,7.28,21.5574,39.92,0.4963737,17.67,7.23
2700,10-Dec-19,6.11,7.28,17.8304,37.4,0.4229085,15.92,7.23
2700,11-Dec-19,5.95,7.37,29.0816,33.62,0.4799077,22.72,7.23
2700,12-Dec-19,5.95,7.37,13.0944,35.06,0.3486985,10.23,7.23
2700,13-Dec-19,6.03,7.37,25.56,33.98,0.4758531,21.3,7.23
2700,14-Dec-19,5.96,6.73,1.5184,36.68,0.3176791,2.08,6.69
2700,15-Dec-19,6,6.73,2.3115,40.46,0.5982488,3.35,6.69
2700,16-Dec-19,6.12,7.23,15.6832,39.2,0.4948754,13.52,7.28
2700,17-Dec-19,6.01,7.23,22.3901,37.76,0.4677977,17.63,7.28
2700,18-Dec-19,6.01,7.31,19.177,40.28,0.4929171,15.1,7.28
2700,19-Dec-19,5.92,7.31,18.088,39.2,0.6215613,13.3,7.28
2700,20-Dec-19,6.03,7.31,19.125,39.02,0.5252038,15.3,7.28
2700,21-Dec-19,6.02,6.61,2.331001,39.02,0.4846998,3.15,6.76
2700,22-Dec-19,5.96,6.61,2.576001,38.12,0.4602531,3.22,6.76
2700,23-Dec-19,6.02,7.23,19.7302,40.1,0.4779152,16.58,7.21
2700,24-Dec-19,5.91,7.23,24.609,39.56,0.6276756,18.93,7.21
2700,25-Dec-19,5.96,7.24,17.075,40.1,0.4338027,13.66,7.21
2700,26-Dec-19,6.01,7.24,20.124,38.66,0.4680201,16.77,7.21
2700,27-Dec-19,6.12,7.24,22.9663,37.76,0.5265481,21.07,7.21
2700,28-Dec-19,5.88,6.81,2.234799,35.06,0.3908615,3.02,6.62
2700,29-Dec-19,6.05,6.81,2.792999,32.72,0.4954162,4.9,6.62
2700,30-Dec-19,5.97,7.4,31.746,32,0.4977206,24.05,7.29
2700,31-Dec-19,6.09,7.23,24.584,32.18,0.4549878,21.95,7.21
2704,01-Jan-19,6.03,7.18,12.712,42.98,0.4552619,11.35,7.15
2704,02-Jan-19,5.99,7.16,18.2352,36.5,0.5351048,15.72,7.15
2704,03-Jan-19,5.97,7.16,30.09001,33.8,0.6647835,25.5,7.15
2704,04-Jan-19,5.98,7.16,31.3443,34.7,0.5725072,26.79,7.15
2704,05-Jan-19,5.99,6.76,1.7301,41.36,0.6090049,2.37,6.72
2704,06-Jan-19,5.93,6.76,2.054,39.92,0.4596474,2.6,6.72
2704,07-Jan-19,6.1,7.21,19.2542,41,0.5046784,16.18,7.29
2704,08-Jan-19,5.99,7.21,21.879,40.46,0.5312902,16.83,7.29
2704,09-Jan-19,6.07,7.2,26.19339,36.86,0.5593796,21.47,7.29
2704,10-Jan-19,6.15,7.2,22.0932,36.5,0.464729,19.38,7.29
2704,11-Jan-19,5.94,7.2,19.305,35.78,0.4133746,14.3,7.29
2704,12-Jan-19,6.03,6.71,2.19,39.74,0.4720972,3,6.76
2704,13-Jan-19,5.99,6.71,1.478401,41.18,0.4409657,1.92,6.76
2704,14-Jan-19,6.02,7.17,24.85,36.86,0.4624956,19.88,7.27
2704,15-Jan-19,5.94,7.17,27.9167,36.14,0.6246239,20.99,7.27
2704,16-Jan-19,5.88,7.15,20.9334,39.74,0.4693577,15.06,7.27
2704,17-Jan-19,5.95,7.15,19.5228,38.66,0.3976034,14.79,7.27
2704,18-Jan-19,5.96,7.15,27.4838,35.06,0.5042778,20.98,7.27
2704,19-Jan-19,5.98,6.79,2.937799,33.98,0.4455927,3.97,6.72
2704,20-Jan-19,6.06,6.79,4.045799,32.36,0.6781624,6.13,6.72
2704,21-Jan-19,5.94,7.48,21.81359,30.38,0.3747931,17.88,7.16
2704,22-Jan-19,5.97,7.48,40.1387,28.94,0.6143363,33.73,7.16
2704,23-Jan-19,5.99,7.44,35.4276,27.68,0.5222011,30.28,7.16
2704,24-Jan-19,6.02,7.44,33.3564,29.48,0.5344343,29.26,7.16
2704,25-Jan-19,5.96,7.44,27.17999,29.66,0.4331078,22.65,7.16
2704,26-Jan-19,5.98,6.84,3.66,31.1,0.5430064,4.88,6.73
2704,27-Jan-19,5.98,6.84,4.4325,32.18,0.5345224,5.91,6.73
2704,28-Jan-19,5.89,7.25,39.662,32.54,0.5618199,28.33,7.29
2704,29-Jan-19,6.01,7.25,27.2384,32.9,0.4509013,21.28,7.29
2704,30-Jan-19,5.96,7.38,31.1752,32.72,0.5429809,23.44,7.29
2704,31-Jan-19,5.94,7.38,30.888,32.9,0.5319084,22.88,7.29
2704,01-Feb-19,6.03,7.38,27.46799,32.72,0.5216597,21.8,7.29
2704,02-Feb-19,5.97,6.75,4.14,32.72,0.5848966,5.52,6.72
2704,03-Feb-19,6.11,6.75,3.800298,32.72,0.5819799,6.23,6.72
2704,04-Feb-19,5.96,7.35,28.7799,33.08,0.4938153,22.31,7.25
2704,05-Feb-19,6,7.35,22.225,33.98,0.4832194,17.78,7.25
2704,06-Feb-19,6.01,7.27,26.5856,35.24,0.5210562,21.44,7.25
2704,07-Feb-19,6.04,7.27,18.1258,34.16,0.3544972,14.98,7.25
2704,08-Feb-19,6.01,7.27,26.87079,36.5,0.613197,21.67,7.25
2704,09-Feb-19,6.03,6.82,1.7009,40.1,0.460339,2.33,6.76
2704,10-Feb-19,6.01,6.82,1.4175,39.92,0.5209295,1.89,6.76
2704,11-Feb-19,6.04,7.23,18.4788,39.74,0.4668901,15.66,7.22
2704,12-Feb-19,6.05,7.23,21.90239,37.4,0.5153388,18.72,7.22
2704,13-Feb-19,6.07,7.1,11.9485,39.56,0.4385499,10.39,7.22
2704,14-Feb-19,6.04,7.1,12.2366,41,0.3560196,10.37,7.22
2704,15-Feb-19,6.16,7.1,19.8114,39.2,0.525199,18.69,7.22
2704,16-Feb-19,6.03,6.78,1.9564,39.02,0.561504,2.68,6.76
2704,17-Feb-19,6.09,6.78,1.5142,39.2,0.4551543,2.26,6.76
2704,18-Feb-19,5.98,7.25,17.3043,39.74,0.5298293,14.79,7.15
2704,19-Feb-19,6.13,7.25,20.9508,39.56,0.5522265,20.54,7.15
2704,20-Feb-19,5.97,7.2,14.9742,41.72,0.4318537,12.69,7.15
2704,21-Feb-19,6.01,7.2,18.3312,43.52,0.6027415,16.08,7.15
2704,22-Feb-19,5.96,7.2,9.3772,42.8,0.3237101,7.88,7.15
2704,23-Feb-19,5.96,6.74,2.878599,36.68,0.5607452,3.89,6.7
2704,24-Feb-19,5.96,6.74,2.434599,37.58,0.5242856,3.29,6.7
2704,25-Feb-19,5.99,7.19,17.4994,39.56,0.4475761,14.83,7.17
2704,26-Feb-19,6.03,7.19,19.0038,41.54,0.5863248,16.67,7.17
2704,27-Feb-19,6.03,7.08,9.222599,42.44,0.4093763,8.09,7.17
2704,28-Feb-19,6.01,7.08,14.906,42.98,0.4264116,12.85,7.17
2704,01-Mar-19,5.99,7.08,12.5552,44.06,0.4134702,10.64,7.17
2704,02-Mar-19,6.05,6.67,1.8907,41.18,0.4658576,2.59,6.78
2704,03-Mar-19,5.98,6.67,1.248,44.6,0.559737,1.56,6.78
2704,04-Mar-19,6.04,7.11,7.873199,45.68,0.4509681,7.29,7.12
2704,05-Mar-19,5.97,7.11,6.969,42.44,0.3391502,6.06,7.12
2704,06-Mar-19,5.99,7.2,18.3964,42.8,0.5250839,16.28,7.12
2704,07-Mar-19,6.01,7.2,11.9547,46.76,0.5528952,10.77,7.12
2704,08-Mar-19,5.96,7.2,13.8272,44.42,0.5660937,11.92,7.12
2704,09-Mar-19,6,6.66,1.4112,44.96,0.4780786,1.96,6.72
2704,10-Mar-19,5.95,6.66,1.5862,41.72,0.3568716,2.06,6.72
2704,11-Mar-19,6,7.19,18.9805,39.92,0.4701323,15.95,7.19
2704,12-Mar-19,6.09,7.19,13.827,41.9,0.4199321,12.57,7.19
2704,13-Mar-19,5.93,7.22,21.2436,41.36,0.5059786,16.86,7.19
2704,14-Mar-19,5.98,7.22,16.4681,41.72,0.4495649,13.61,7.19
2704,15-Mar-19,6.03,7.22,13.6532,43.16,0.44545,11.77,7.19
2704,16-Mar-19,5.99,6.72,1.3104,42.98,0.682755,1.82,6.71
2704,17-Mar-19,6.03,6.72,1.2036,44.24,0.608768,1.77,6.71
2704,18-Mar-19,5.97,7.18,18.24281,40.82,0.5091696,15.46,7.15
2704,19-Mar-19,5.94,7.18,16.2382,41.72,0.4728661,13.42,7.15
2704,20-Mar-19,6.01,7.23,14.3868,44.24,0.4756195,12.62,7.15
2704,21-Mar-19,5.98,7.23,7.733701,50.72,0.4395086,6.61,7.15
2704,22-Mar-19,6.05,7.23,6.797999,50.36,0.4448609,6.18,7.15
2704,23-Mar-19,6.01,6.76,0.6479998,50.54,0.552328,0.9,6.73
2704,24-Mar-19,6,6.76,0.9198,48.56,0.481221,1.26,6.73
2704,25-Mar-19,6.04,7.24,11.7264,44.06,0.4307419,10.47,7.16
2704,26-Mar-19,5.95,7.24,15.9478,43.34,0.4947353,13.18,7.16
2704,27-Mar-19,6.01,7.07,11.431,47.12,0.4456578,9.94,7.16
2704,28-Mar-19,6.05,7.07,8.746798,49.82,0.4638257,7.88,7.16
2704,29-Mar-19,5.97,7.07,4.8552,51.26,0.3182609,4.08,7.16
2704,30-Mar-19,5.98,6.82,0.9344,50.18,0.5623368,1.28,6.71
2704,31-Mar-19,6.02,6.82,0.7728001,49.1,0.5493869,1.12,6.71
2704,01-Apr-19,6.1,7.15,11.9504,47.48,0.4977685,10.67,7.22
2704,02-Apr-19,6.04,7.15,4.0356,48.56,0.2352286,3.42,7.22
2704,03-Apr-19,6.04,6.99,4.177199,53.78,0.3425228,3.54,7.22
2704,04-Apr-19,6.1,6.99,5.913599,53.6,0.4126618,5.28,7.22
2704,05-Apr-19,5.91,6.99,8.894899,51.62,0.4891192,6.79,7.22
2704,06-Apr-19,6.01,6.63,0.5903998,53.96,0.4670222,0.82,6.73
2704,07-Apr-19,6.1,6.63,0.2646,55.94,0.3851471,0.42,6.73
2704,08-Apr-19,6.01,7.05,4.724998,57.02,0.4984101,4.5,7.06
2704,09-Apr-19,6.03,7.05,5.345699,54.68,0.5145878,5.19,7.06
2704,10-Apr-19,6.03,7.1,7.261498,52.52,0.569887,7.05,7.06
2704,11-Apr-19,6.06,7.1,8.12,50.36,0.5121309,8.12,7.06
2704,12-Apr-19,6.09,7.1,7.478698,46.76,0.4009635,7.71,7.06
2704,13-Apr-19,5.91,6.73,1.1023,44.78,0.5083947,1.51,6.64
2704,14-Apr-19,6.08,6.73,1.26,42.26,0.530414,2.25,6.64
2704,15-Apr-19,6.08,7.1,7.819199,49.28,0.5040522,7.24,7.16
2704,16-Apr-19,6.04,7.1,8.903999,51.8,0.5353416,7.95,7.16
2704,17-Apr-19,6.05,7.12,5.760898,54.5,0.5034623,5.19,7.16
2704,18-Apr-19,6.1,7.12,4.9396,57.38,0.521331,4.66,7.16
2704,19-Apr-19,6.03,7.12,3.491699,59.72,0.4491243,3.09,7.16
2704,20-Apr-19,5.97,6.7,0.2016001,60.98,0.3853254,0.28,6.69
2704,21-Apr-19,5.98,6.7,0.284,61.7,0.5691387,0.4,6.69
2704,22-Apr-19,5.98,7.04,3.172,62.06,0.4763471,3.05,7.02
2704,23-Apr-19,5.94,7.04,3.3804,60.98,0.5411255,3.13,7.02
2704,24-Apr-19,5.98,7.04,2.5584,64.4,0.4874691,2.46,7.02
2704,25-Apr-19,5.99,7.04,1.2772,66.74,0.3873254,1.24,7.02
2704,26-Apr-19,5.98,7.04,1.4768,64.94,0.3526646,1.42,7.02
2704,27-Apr-19,6.02,6.63,0.2735999,60.98,0.5357795,0.38,6.74
2704,28-Apr-19,6.04,6.63,0.4059999,57.92,0.5027671,0.58,6.74
2704,29-Apr-19,5.98,7.03,7.468601,53.24,0.5565217,6.98,7.05
2704,30-Apr-19,6.08,7.03,3.191301,57.38,0.410886,3.29,7.05
2704,01-May-19,6.03,7.02,3.111,60.98,0.4389908,3.05,7.05
2704,02-May-19,6.03,7.02,2.8866,60.08,0.5390713,2.83,7.05
2704,03-May-19,5.93,7.02,4.569602,59.36,0.4679663,4.08,7.05
2704,04-May-19,6.07,6.67,0.5039998,54.86,0.5526016,0.7,6.79
2704,05-May-19,5.94,6.67,0.5779999,55.58,0.5363319,0.68,6.79
2704,06-May-19,6.03,7.09,6.1904,54.5,0.5337065,5.84,7.09
2704,07-May-19,6.04,7.09,4.599001,56.3,0.4306374,4.38,7.09
2704,08-May-19,5.99,6.93,4.950002,56.12,0.5270069,4.5,7.09
2704,09-May-19,5.94,6.93,4.163,60.8,0.4718176,3.62,7.09
2704,10-May-19,5.98,6.93,2.775,59.18,0.3229956,2.5,7.09
2704,11-May-19,6.03,6.76,0.5759999,53.6,0.5101262,0.8,6.75
2704,12-May-19,6,6.76,0.3825,57.92,0.4879024,0.51,6.75
2704,13-May-19,6.03,7.03,5.4484,57.2,0.6037557,5.14,7.09
2704,14-May-19,6.04,7.03,6.909001,55.04,0.5986067,6.58,7.09
2704,15-May-19,6.01,7.01,7.667999,52.88,0.4827566,7.1,7.09
2704,16-May-19,5.94,7.01,7.475,52.34,0.4826663,6.5,7.09
2704,17-May-19,6.01,7.01,5.5404,56.66,0.4657894,5.13,7.09
2704,18-May-19,5.99,6.7,0.2232001,61.52,0.4709658,0.31,6.71
2704,19-May-19,6.06,6.7,0.0845,66.38,0.4494024,0.13,6.71
2704,20-May-19,5.98,6.98,2.142,66.38,0.4755949,2.1,7
2704,21-May-19,6.03,6.98,1.5035,66.92,0.4319851,1.55,7
2704,22-May-19,6.01,6.98,2.4156,59.9,0.5412255,2.44,7
2704,23-May-19,5.92,6.98,3.2724,63.32,0.5361549,3.03,7
2704,24-May-19,5.98,6.98,1.3566,66.74,0.4331934,1.33,7
2704,25-May-19,5.87,6.62,0.1846,67.46,0.6258895,0.26,6.58
2704,26-May-19,5.98,6.62,0.132,67.46,0.4882784,0.22,6.58
2704,27-May-19,5.98,7,1.1716,67.1,0.4209043,1.16,6.99
2704,28-May-19,6.06,7,1.4973,66.56,0.4222816,1.61,6.99
2704,29-May-19,6.06,7.09,2.046,67.82,0.6014639,2.2,6.99
2704,30-May-19,6.05,7.09,1.757799,67.46,0.5384793,1.87,6.99
2704,31-May-19,5.98,7.09,1.4544,69.98,0.5368837,1.44,6.99
2704,01-Jun-19,6.03,6.73,0.0568,74.66,0.4609803,0.08,6.74
2704,02-Jun-19,5.99,6.73,0.06,77.9,0.6337284,0.08,6.74
2704,03-Jun-19,6.01,7.09,0.51,79.34,0.6024451,0.51,7.01
2704,04-Jun-19,5.99,7.09,0.5406002,80.24,0.5002925,0.53,7.01
2704,05-Jun-19,5.87,7.07,0.6270002,81.32,0.6011697,0.55,7.01
2704,06-Jun-19,6.03,7.07,0.8232,76.64,0.5352123,0.84,7.01
2704,07-Jun-19,5.97,7.07,1.123201,75.02,0.566006,1.08,7.01
2704,08-Jun-19,6,6.67,0.0936,72.14,0.524543,0.13,6.72
2704,09-Jun-19,5.97,6.67,0.075,73.94,0.5252361,0.1,6.72
2704,10-Jun-19,5.97,7.03,0.4444001,77.36,0.387246,0.44,6.98
2704,11-Jun-19,5.96,7.03,0.6324,78.08,0.4436517,0.62,6.98
2704,12-Jun-19,5.99,7.01,1.0494,75.02,0.5317007,1.06,6.98
2704,13-Jun-19,6.01,7.01,1.0379,73.04,0.4709343,1.07,6.98
2704,14-Jun-19,5.95,7.01,0.8343002,74.3,0.505249,0.81,6.98
2704,15-Jun-19,6.01,6.68,0.0426,79.16,0.426843,0.06,6.72
2704,16-Jun-19,5.98,6.68,0.037,74.66,0.5054717,0.05,6.72
2704,17-Jun-19,5.96,6.94,0.4948999,78.8,0.4152289,0.49,6.97
2704,18-Jun-19,5.84,6.94,0.4858999,81.5,0.4754097,0.43,6.97
2704,19-Jun-19,5.96,7,0.3938999,82.4,0.5261884,0.39,6.97
2704,20-Jun-19,6,7,0.8923998,76.46,0.5396217,0.92,6.97
2704,21-Jun-19,6.05,7,0.8555996,75.74,0.5570531,0.93,6.97
2704,22-Jun-19,6.01,6.66,0.036,75.38,0.3612301,0.05,6.73
2704,23-Jun-19,6.03,6.66,0.042,78.8,0.4239722,0.06,6.73
2704,24-Jun-19,5.98,6.94,0.44,80.6,0.5027276,0.44,6.98
2704,25-Jun-19,5.95,6.94,0.4017001,82.4,0.4153367,0.39,6.98
2704,26-Jun-19,6,6.96,0.1666,85.46,0.3406661,0.17,6.98
2704,27-Jun-19,6.05,6.96,0.4277999,83.12,0.5716746,0.46,6.98
2704,28-Jun-19,5.96,6.96,0.612,79.7,0.501363,0.6,6.98
2704,29-Jun-19,6.06,6.79,0.0355,81.14,0.5376441,0.05,6.77
2704,30-Jun-19,6,6.79,0.0308,83.48,0.5297026,0.04,6.77
2704,01-Jul-19,5.98,6.99,0.3736999,82.22,0.4915369,0.37,6.99
2704,02-Jul-19,5.97,6.99,0.5712,78.08,0.5471644,0.56,6.99
2704,03-Jul-19,5.93,7,1.007,76.28,0.5468515,0.95,6.99
2704,04-Jul-19,5.98,7,0.5756999,76.28,0.4048868,0.57,6.99
2704,05-Jul-19,5.93,7,0.424,76.46,0.3159526,0.4,6.99
2704,06-Jul-19,5.99,6.71,0.0497,76.64,0.4388351,0.07,6.7
2704,07-Jul-19,5.98,6.71,0.1152,70.16,0.4743736,0.16,6.7
2704,08-Jul-19,6.01,7.05,2.295,66.38,0.6263958,2.25,7.03
2704,09-Jul-19,5.97,7.05,2.162401,66.38,0.4762892,2.04,7.03
2704,10-Jul-19,5.94,7.08,1.3298,70.7,0.4463981,1.22,7.03
2704,11-Jul-19,6.08,7.08,0.5700002,71.78,0.3821594,0.6,7.03
2704,12-Jul-19,5.95,7.08,1.0152,73.04,0.6013078,0.94,7.03
2704,13-Jul-19,5.94,6.77,0.0923,71.6,0.4886803,0.13,6.65
2704,14-Jul-19,5.94,6.77,0.1846,68,0.6439077,0.26,6.65
2704,15-Jul-19,6.03,7.06,2.0604,67.28,0.5314252,2.02,7.05
2704,16-Jul-19,5.98,7.06,2.6322,66.02,0.5616959,2.46,7.05
2704,17-Jul-19,6.03,7.09,0.9078,73.22,0.4953235,0.89,7.05
2704,18-Jul-19,6,7.09,0.9555002,75.02,0.5037469,0.91,7.05
2704,19-Jul-19,5.96,7.09,1.1336,72.86,0.7275353,1.04,7.05
2704,20-Jul-19,6,6.76,0.0576,75.875,0.4603825,0.08,6.72
2704,21-Jul-19,6.08,6.76,0.0448,77.81,0.4867374,0.07,6.72
2704,22-Jul-19,6,6.99,1.1615,73.94,0.6086469,1.15,7.01
2704,23-Jul-19,5.96,6.99,0.5775001,81.68,0.526902,0.55,7.01
2704,24-Jul-19,6.05,7.02,0.3552,84.92,0.5518342,0.37,7.01
2704,25-Jul-19,5.98,7.02,0.3708001,86,0.5529641,0.36,7.01
2704,26-Jul-19,5.98,7.02,0.3502001,85.64,0.5010331,0.34,7.01
2704,27-Jul-19,6,6.76,0.0216,83.84,0.4515555,0.03,6.72
2704,28-Jul-19,5.99,6.76,0.0292,83.12,0.5421399,0.04,6.72
2704,29-Jul-19,6.06,6.97,0.29,83.66,0.4123707,0.29,7.06
2704,30-Jul-19,5.94,6.97,0.2576,82.58,0.3429835,0.23,7.06
2704,31-Jul-19,5.93,7.03,0.9492001,74.48,0.4493257,0.84,7.06
2704,01-Aug-19,6.03,7.03,0.9475998,73.58,0.4730061,0.92,7.06
2704,02-Aug-19,6.05,7.03,0.9089997,74.3,0.5922491,0.9,7.06
2704,03-Aug-19,6.01,6.68,0.0639,73.22,0.4101831,0.09,6.72
2704,04-Aug-19,6.01,6.68,0.0568,71.78,0.4431967,0.08,6.72
2704,05-Aug-19,5.92,7.03,1.7748,68.54,0.564722,1.74,6.94
2704,06-Aug-19,5.99,7.03,0.7505003,71.78,0.4739366,0.79,6.94
2704,07-Aug-19,6.02,6.96,1.3248,71.24,0.4901049,1.44,6.94
2704,08-Aug-19,6.01,6.96,1.2555,73.04,0.6326834,1.35,6.94
2704,09-Aug-19,6.04,6.96,0.9180001,75.74,0.6598118,1.02,6.94
